,drug_a_name,drug_b_name,cell_line,synergy,fold
TEMOZOLOMIDE_BEZ-235_ZR751,TEMOZOLOMIDE,BEZ-235,ZR751,0.04103682469136918,4
TEMOZOLOMIDE_BORTEZOMIB_A2058,TEMOZOLOMIDE,BORTEZOMIB,A2058,0.007666452576458516,1
TEMOZOLOMIDE_BORTEZOMIB_A2780,TEMOZOLOMIDE,BORTEZOMIB,A2780,0.00697165770607418,1
TEMOZOLOMIDE_BORTEZOMIB_A375,TEMOZOLOMIDE,BORTEZOMIB,A375,-0.03528264435693883,1
TEMOZOLOMIDE_BORTEZOMIB_A427,TEMOZOLOMIDE,BORTEZOMIB,A427,-0.042968670775337,1
TEMOZOLOMIDE_BORTEZOMIB_CAOV3,TEMOZOLOMIDE,BORTEZOMIB,CAOV3,0.05909005273793574,1
TEMOZOLOMIDE_BORTEZOMIB_COLO320DM,TEMOZOLOMIDE,BORTEZOMIB,COLO320DM,0.025169801034847703,1
TEMOZOLOMIDE_BORTEZOMIB_DLD1,TEMOZOLOMIDE,BORTEZOMIB,DLD1,0.019092746007153473,1
TEMOZOLOMIDE_BORTEZOMIB_EFM192B,TEMOZOLOMIDE,BORTEZOMIB,EFM192B,-0.004267907708634937,1
TEMOZOLOMIDE_BORTEZOMIB_ES2,TEMOZOLOMIDE,BORTEZOMIB,ES2,-0.011315563428185314,1
TEMOZOLOMIDE_BORTEZOMIB_HCT116,TEMOZOLOMIDE,BORTEZOMIB,HCT116,-0.007866904996657221,1
TEMOZOLOMIDE_BORTEZOMIB_HT144,TEMOZOLOMIDE,BORTEZOMIB,HT144,-0.048389011338016936,1
TEMOZOLOMIDE_BORTEZOMIB_HT29,TEMOZOLOMIDE,BORTEZOMIB,HT29,-0.013537003652454131,1
TEMOZOLOMIDE_BORTEZOMIB_KPL1,TEMOZOLOMIDE,BORTEZOMIB,KPL1,-0.05773051025818719,1
TEMOZOLOMIDE_BORTEZOMIB_LNCAP,TEMOZOLOMIDE,BORTEZOMIB,LNCAP,-0.014394514212578723,1
TEMOZOLOMIDE_BORTEZOMIB_LOVO,TEMOZOLOMIDE,BORTEZOMIB,LOVO,-0.009552541232758149,1
TEMOZOLOMIDE_BORTEZOMIB_MDAMB436,TEMOZOLOMIDE,BORTEZOMIB,MDAMB436,-0.0030534885073341973,1
TEMOZOLOMIDE_BORTEZOMIB_MSTO,TEMOZOLOMIDE,BORTEZOMIB,MSTO,0.19837786407262029,1
TEMOZOLOMIDE_BORTEZOMIB_NCIH1650,TEMOZOLOMIDE,BORTEZOMIB,NCIH1650,-0.1066340841698275,1
TEMOZOLOMIDE_BORTEZOMIB_NCIH2122,TEMOZOLOMIDE,BORTEZOMIB,NCIH2122,0.08535723281886708,1
TEMOZOLOMIDE_BORTEZOMIB_NCIH23,TEMOZOLOMIDE,BORTEZOMIB,NCIH23,-0.04383115494016381,1
TEMOZOLOMIDE_BORTEZOMIB_NCIH460,TEMOZOLOMIDE,BORTEZOMIB,NCIH460,-0.03221608431534918,1
TEMOZOLOMIDE_BORTEZOMIB_NCIH520,TEMOZOLOMIDE,BORTEZOMIB,NCIH520,0.013452149389179035,1
TEMOZOLOMIDE_BORTEZOMIB_OCUBM,TEMOZOLOMIDE,BORTEZOMIB,OCUBM,0.0578946798247662,1
TEMOZOLOMIDE_BORTEZOMIB_OV90,TEMOZOLOMIDE,BORTEZOMIB,OV90,-0.0045301516003295825,1
TEMOZOLOMIDE_BORTEZOMIB_OVCAR3,TEMOZOLOMIDE,BORTEZOMIB,OVCAR3,-0.03276470219592683,1
TEMOZOLOMIDE_BORTEZOMIB_PA1,TEMOZOLOMIDE,BORTEZOMIB,PA1,0.03422416161050318,1
TEMOZOLOMIDE_BORTEZOMIB_RKO,TEMOZOLOMIDE,BORTEZOMIB,RKO,-0.05491330428003635,1
TEMOZOLOMIDE_BORTEZOMIB_RPMI7951,TEMOZOLOMIDE,BORTEZOMIB,RPMI7951,0.001435230617880293,1
TEMOZOLOMIDE_BORTEZOMIB_SKMEL30,TEMOZOLOMIDE,BORTEZOMIB,SKMEL30,0.0022646898414604814,1
TEMOZOLOMIDE_BORTEZOMIB_SKMES1,TEMOZOLOMIDE,BORTEZOMIB,SKMES1,-0.020658365826178134,1
TEMOZOLOMIDE_BORTEZOMIB_SKOV3,TEMOZOLOMIDE,BORTEZOMIB,SKOV3,-0.0006892893367993706,1
TEMOZOLOMIDE_BORTEZOMIB_SW620,TEMOZOLOMIDE,BORTEZOMIB,SW620,-0.01963840145837413,1
TEMOZOLOMIDE_BORTEZOMIB_SW837,TEMOZOLOMIDE,BORTEZOMIB,SW837,0.0034466810532595565,1
TEMOZOLOMIDE_BORTEZOMIB_T47D,TEMOZOLOMIDE,BORTEZOMIB,T47D,0.13532101930974466,1
TEMOZOLOMIDE_BORTEZOMIB_UACC62,TEMOZOLOMIDE,BORTEZOMIB,UACC62,-0.023757967463040684,1
TEMOZOLOMIDE_BORTEZOMIB_UWB1289BRCA1,TEMOZOLOMIDE,BORTEZOMIB,UWB1289BRCA1,-0.0228242236856084,1
TEMOZOLOMIDE_BORTEZOMIB_UWB1289,TEMOZOLOMIDE,BORTEZOMIB,UWB1289,-0.012971577106886447,1
TEMOZOLOMIDE_BORTEZOMIB_VCAP,TEMOZOLOMIDE,BORTEZOMIB,VCAP,0.001143165090029031,1
TEMOZOLOMIDE_BORTEZOMIB_ZR751,TEMOZOLOMIDE,BORTEZOMIB,ZR751,0.11353313359901256,1
TEMOZOLOMIDE_DASATINIB_A2058,TEMOZOLOMIDE,DASATINIB,A2058,-0.006470006793515136,0
TEMOZOLOMIDE_DASATINIB_A2780,TEMOZOLOMIDE,DASATINIB,A2780,0.13205110249497518,0
TEMOZOLOMIDE_DASATINIB_A375,TEMOZOLOMIDE,DASATINIB,A375,-0.028463739063401373,0
TEMOZOLOMIDE_DASATINIB_A427,TEMOZOLOMIDE,DASATINIB,A427,-0.041646226858964824,0
TEMOZOLOMIDE_DASATINIB_CAOV3,TEMOZOLOMIDE,DASATINIB,CAOV3,-0.04705589299353182,0
TEMOZOLOMIDE_DASATINIB_COLO320DM,TEMOZOLOMIDE,DASATINIB,COLO320DM,0.0017796564180613539,0
TEMOZOLOMIDE_DASATINIB_DLD1,TEMOZOLOMIDE,DASATINIB,DLD1,0.023631904284082413,0
TEMOZOLOMIDE_DASATINIB_EFM192B,TEMOZOLOMIDE,DASATINIB,EFM192B,0.006855984484606593,0
TEMOZOLOMIDE_DASATINIB_ES2,TEMOZOLOMIDE,DASATINIB,ES2,-0.05589282774442894,0
TEMOZOLOMIDE_DASATINIB_HCT116,TEMOZOLOMIDE,DASATINIB,HCT116,-0.030878069944919234,0
TEMOZOLOMIDE_DASATINIB_HT144,TEMOZOLOMIDE,DASATINIB,HT144,-0.019248440325038474,0
TEMOZOLOMIDE_DASATINIB_HT29,TEMOZOLOMIDE,DASATINIB,HT29,-0.05080376612474386,0
TEMOZOLOMIDE_DASATINIB_KPL1,TEMOZOLOMIDE,DASATINIB,KPL1,0.025550187751101454,0
TEMOZOLOMIDE_DASATINIB_LNCAP,TEMOZOLOMIDE,DASATINIB,LNCAP,-0.03208352976979475,0
TEMOZOLOMIDE_DASATINIB_LOVO,TEMOZOLOMIDE,DASATINIB,LOVO,-0.06245088625407497,0
TEMOZOLOMIDE_DASATINIB_MDAMB436,TEMOZOLOMIDE,DASATINIB,MDAMB436,-0.030712211705989756,0
TEMOZOLOMIDE_DASATINIB_MSTO,TEMOZOLOMIDE,DASATINIB,MSTO,0.23602343343702753,0
TEMOZOLOMIDE_DASATINIB_NCIH1650,TEMOZOLOMIDE,DASATINIB,NCIH1650,-0.03617055948800761,0
TEMOZOLOMIDE_DASATINIB_NCIH2122,TEMOZOLOMIDE,DASATINIB,NCIH2122,-0.011522099297066199,0
TEMOZOLOMIDE_DASATINIB_NCIH23,TEMOZOLOMIDE,DASATINIB,NCIH23,-0.038005833970073094,0
TEMOZOLOMIDE_DASATINIB_NCIH460,TEMOZOLOMIDE,DASATINIB,NCIH460,-0.00017537982375165698,0
TEMOZOLOMIDE_DASATINIB_NCIH520,TEMOZOLOMIDE,DASATINIB,NCIH520,-0.02157201186260712,0
TEMOZOLOMIDE_DASATINIB_OCUBM,TEMOZOLOMIDE,DASATINIB,OCUBM,0.09821054031717111,0
TEMOZOLOMIDE_DASATINIB_OV90,TEMOZOLOMIDE,DASATINIB,OV90,0.0010603406596719732,0
TEMOZOLOMIDE_DASATINIB_OVCAR3,TEMOZOLOMIDE,DASATINIB,OVCAR3,-0.035805735693324285,0
TEMOZOLOMIDE_DASATINIB_PA1,TEMOZOLOMIDE,DASATINIB,PA1,0.11593627833938064,0
TEMOZOLOMIDE_DASATINIB_RKO,TEMOZOLOMIDE,DASATINIB,RKO,-0.051907395609070366,0
TEMOZOLOMIDE_DASATINIB_RPMI7951,TEMOZOLOMIDE,DASATINIB,RPMI7951,-0.019591217172010483,0
TEMOZOLOMIDE_DASATINIB_SKMEL30,TEMOZOLOMIDE,DASATINIB,SKMEL30,0.03395357477324451,0
TEMOZOLOMIDE_DASATINIB_SKMES1,TEMOZOLOMIDE,DASATINIB,SKMES1,-0.03602020109259615,0
TEMOZOLOMIDE_DASATINIB_SKOV3,TEMOZOLOMIDE,DASATINIB,SKOV3,-0.001480982983165978,0
TEMOZOLOMIDE_DASATINIB_SW620,TEMOZOLOMIDE,DASATINIB,SW620,0.05057776898744937,0
TEMOZOLOMIDE_DASATINIB_SW837,TEMOZOLOMIDE,DASATINIB,SW837,0.009704975705087764,0
TEMOZOLOMIDE_DASATINIB_T47D,TEMOZOLOMIDE,DASATINIB,T47D,-0.020995147890867448,0
TEMOZOLOMIDE_DASATINIB_UACC62,TEMOZOLOMIDE,DASATINIB,UACC62,-0.029954363959189614,0
TEMOZOLOMIDE_DASATINIB_UWB1289BRCA1,TEMOZOLOMIDE,DASATINIB,UWB1289BRCA1,-0.044071801573235446,0
TEMOZOLOMIDE_DASATINIB_UWB1289,TEMOZOLOMIDE,DASATINIB,UWB1289,-0.05688864977159853,0
TEMOZOLOMIDE_DASATINIB_VCAP,TEMOZOLOMIDE,DASATINIB,VCAP,-0.044107691876807256,0
TEMOZOLOMIDE_DASATINIB_ZR751,TEMOZOLOMIDE,DASATINIB,ZR751,-0.11542015639475778,0
TEMOZOLOMIDE_DINACICLIB_A2058,TEMOZOLOMIDE,DINACICLIB,A2058,0.0023809796879586953,0
TEMOZOLOMIDE_DINACICLIB_A2780,TEMOZOLOMIDE,DINACICLIB,A2780,0.06276111726942141,0
TEMOZOLOMIDE_DINACICLIB_A375,TEMOZOLOMIDE,DINACICLIB,A375,0.017039037280464436,0
TEMOZOLOMIDE_DINACICLIB_A427,TEMOZOLOMIDE,DINACICLIB,A427,-0.010476806100652544,0
TEMOZOLOMIDE_DINACICLIB_CAOV3,TEMOZOLOMIDE,DINACICLIB,CAOV3,-0.0035110472378255733,0
TEMOZOLOMIDE_DINACICLIB_COLO320DM,TEMOZOLOMIDE,DINACICLIB,COLO320DM,-0.01854363099854826,0
TEMOZOLOMIDE_DINACICLIB_DLD1,TEMOZOLOMIDE,DINACICLIB,DLD1,0.04216158545423952,0
TEMOZOLOMIDE_DINACICLIB_EFM192B,TEMOZOLOMIDE,DINACICLIB,EFM192B,0.055317796177462304,0
TEMOZOLOMIDE_DINACICLIB_ES2,TEMOZOLOMIDE,DINACICLIB,ES2,-0.03312768322091642,0
TEMOZOLOMIDE_DINACICLIB_HCT116,TEMOZOLOMIDE,DINACICLIB,HCT116,-0.008788248472851054,0
TEMOZOLOMIDE_DINACICLIB_HT144,TEMOZOLOMIDE,DINACICLIB,HT144,-0.3817041704936567,0
TEMOZOLOMIDE_DINACICLIB_HT29,TEMOZOLOMIDE,DINACICLIB,HT29,0.013600542480373982,0
TEMOZOLOMIDE_DINACICLIB_KPL1,TEMOZOLOMIDE,DINACICLIB,KPL1,0.01308983876867879,0
TEMOZOLOMIDE_DINACICLIB_LNCAP,TEMOZOLOMIDE,DINACICLIB,LNCAP,-0.24339824488804682,0
TEMOZOLOMIDE_DINACICLIB_LOVO,TEMOZOLOMIDE,DINACICLIB,LOVO,-0.023452836577676276,0
TEMOZOLOMIDE_DINACICLIB_MDAMB436,TEMOZOLOMIDE,DINACICLIB,MDAMB436,-0.007158612422893205,0
TEMOZOLOMIDE_DINACICLIB_MSTO,TEMOZOLOMIDE,DINACICLIB,MSTO,-0.03306929959212426,0
TEMOZOLOMIDE_DINACICLIB_NCIH1650,TEMOZOLOMIDE,DINACICLIB,NCIH1650,0.09173676657209884,0
TEMOZOLOMIDE_DINACICLIB_NCIH2122,TEMOZOLOMIDE,DINACICLIB,NCIH2122,0.017743164625649482,0
TEMOZOLOMIDE_DINACICLIB_NCIH23,TEMOZOLOMIDE,DINACICLIB,NCIH23,-0.01989287083985536,0
TEMOZOLOMIDE_DINACICLIB_NCIH460,TEMOZOLOMIDE,DINACICLIB,NCIH460,0.028369221166309782,0
TEMOZOLOMIDE_DINACICLIB_NCIH520,TEMOZOLOMIDE,DINACICLIB,NCIH520,-0.015020564508483148,0
TEMOZOLOMIDE_DINACICLIB_OCUBM,TEMOZOLOMIDE,DINACICLIB,OCUBM,0.09488274232319809,0
TEMOZOLOMIDE_DINACICLIB_OV90,TEMOZOLOMIDE,DINACICLIB,OV90,-0.01029848098946207,0
TEMOZOLOMIDE_DINACICLIB_OVCAR3,TEMOZOLOMIDE,DINACICLIB,OVCAR3,0.04714517458664566,0
TEMOZOLOMIDE_DINACICLIB_PA1,TEMOZOLOMIDE,DINACICLIB,PA1,0.03286807565690186,0
TEMOZOLOMIDE_DINACICLIB_RKO,TEMOZOLOMIDE,DINACICLIB,RKO,0.022446209002415275,0
TEMOZOLOMIDE_DINACICLIB_RPMI7951,TEMOZOLOMIDE,DINACICLIB,RPMI7951,0.022214513153151812,0
TEMOZOLOMIDE_DINACICLIB_SKMEL30,TEMOZOLOMIDE,DINACICLIB,SKMEL30,-0.015306359029239137,0
TEMOZOLOMIDE_DINACICLIB_SKMES1,TEMOZOLOMIDE,DINACICLIB,SKMES1,0.008021322218461328,0
TEMOZOLOMIDE_DINACICLIB_SKOV3,TEMOZOLOMIDE,DINACICLIB,SKOV3,0.03383178001108362,0
TEMOZOLOMIDE_DINACICLIB_SW620,TEMOZOLOMIDE,DINACICLIB,SW620,-0.010327794001699968,0
TEMOZOLOMIDE_DINACICLIB_SW837,TEMOZOLOMIDE,DINACICLIB,SW837,-0.20535433760776778,0
TEMOZOLOMIDE_DINACICLIB_T47D,TEMOZOLOMIDE,DINACICLIB,T47D,0.18100083576473025,0
TEMOZOLOMIDE_DINACICLIB_UACC62,TEMOZOLOMIDE,DINACICLIB,UACC62,0.040763417100370146,0
TEMOZOLOMIDE_DINACICLIB_UWB1289BRCA1,TEMOZOLOMIDE,DINACICLIB,UWB1289BRCA1,0.021212450985853205,0
TEMOZOLOMIDE_DINACICLIB_UWB1289,TEMOZOLOMIDE,DINACICLIB,UWB1289,-0.022447062053423388,0
TEMOZOLOMIDE_DINACICLIB_VCAP,TEMOZOLOMIDE,DINACICLIB,VCAP,0.17136700114206688,0
TEMOZOLOMIDE_DINACICLIB_ZR751,TEMOZOLOMIDE,DINACICLIB,ZR751,-0.032748844783005285,0
TEMOZOLOMIDE_ERLOTINIB_A2058,TEMOZOLOMIDE,ERLOTINIB,A2058,0.028889373056998655,4
TEMOZOLOMIDE_ERLOTINIB_A2780,TEMOZOLOMIDE,ERLOTINIB,A2780,0.1317614705002014,4
TEMOZOLOMIDE_ERLOTINIB_A375,TEMOZOLOMIDE,ERLOTINIB,A375,0.029460354597544015,4
TEMOZOLOMIDE_ERLOTINIB_A427,TEMOZOLOMIDE,ERLOTINIB,A427,-0.0028881633624002877,4
TEMOZOLOMIDE_ERLOTINIB_CAOV3,TEMOZOLOMIDE,ERLOTINIB,CAOV3,0.014351180020019644,4
TEMOZOLOMIDE_ERLOTINIB_COLO320DM,TEMOZOLOMIDE,ERLOTINIB,COLO320DM,0.03891120723264146,4
TEMOZOLOMIDE_ERLOTINIB_DLD1,TEMOZOLOMIDE,ERLOTINIB,DLD1,0.026176117287637288,4
TEMOZOLOMIDE_ERLOTINIB_EFM192B,TEMOZOLOMIDE,ERLOTINIB,EFM192B,0.03561823981234232,4
TEMOZOLOMIDE_ERLOTINIB_ES2,TEMOZOLOMIDE,ERLOTINIB,ES2,-0.05839855900381481,4
TEMOZOLOMIDE_ERLOTINIB_HCT116,TEMOZOLOMIDE,ERLOTINIB,HCT116,0.07906097938117057,4
TEMOZOLOMIDE_ERLOTINIB_HT144,TEMOZOLOMIDE,ERLOTINIB,HT144,-0.0076221383354070985,4
TEMOZOLOMIDE_ERLOTINIB_HT29,TEMOZOLOMIDE,ERLOTINIB,HT29,0.029860503150412297,4
TEMOZOLOMIDE_ERLOTINIB_KPL1,TEMOZOLOMIDE,ERLOTINIB,KPL1,0.07354058237517302,4
TEMOZOLOMIDE_ERLOTINIB_LNCAP,TEMOZOLOMIDE,ERLOTINIB,LNCAP,-0.01744617113694033,4
TEMOZOLOMIDE_ERLOTINIB_LOVO,TEMOZOLOMIDE,ERLOTINIB,LOVO,-0.0827786739300598,4
TEMOZOLOMIDE_ERLOTINIB_MDAMB436,TEMOZOLOMIDE,ERLOTINIB,MDAMB436,-0.023962822924536734,4
TEMOZOLOMIDE_ERLOTINIB_MSTO,TEMOZOLOMIDE,ERLOTINIB,MSTO,0.11434310163330705,4
TEMOZOLOMIDE_ERLOTINIB_NCIH1650,TEMOZOLOMIDE,ERLOTINIB,NCIH1650,0.0013603594785760384,4
TEMOZOLOMIDE_ERLOTINIB_NCIH2122,TEMOZOLOMIDE,ERLOTINIB,NCIH2122,-0.03662027259040259,4
TEMOZOLOMIDE_ERLOTINIB_NCIH23,TEMOZOLOMIDE,ERLOTINIB,NCIH23,0.002828530034618724,4
TEMOZOLOMIDE_ERLOTINIB_NCIH460,TEMOZOLOMIDE,ERLOTINIB,NCIH460,0.045892557398348605,4
TEMOZOLOMIDE_ERLOTINIB_NCIH520,TEMOZOLOMIDE,ERLOTINIB,NCIH520,0.05354880830234062,4
TEMOZOLOMIDE_ERLOTINIB_OCUBM,TEMOZOLOMIDE,ERLOTINIB,OCUBM,0.04067495452792985,4
TEMOZOLOMIDE_ERLOTINIB_OV90,TEMOZOLOMIDE,ERLOTINIB,OV90,-0.007459448830236283,4
TEMOZOLOMIDE_ERLOTINIB_OVCAR3,TEMOZOLOMIDE,ERLOTINIB,OVCAR3,-0.03001377317321061,4
TEMOZOLOMIDE_ERLOTINIB_PA1,TEMOZOLOMIDE,ERLOTINIB,PA1,0.06966805230814384,4
TEMOZOLOMIDE_ERLOTINIB_RKO,TEMOZOLOMIDE,ERLOTINIB,RKO,-0.00707413664198122,4
TEMOZOLOMIDE_ERLOTINIB_RPMI7951,TEMOZOLOMIDE,ERLOTINIB,RPMI7951,0.020655732802534105,4
TEMOZOLOMIDE_ERLOTINIB_SKMEL30,TEMOZOLOMIDE,ERLOTINIB,SKMEL30,0.01145652116013373,4
TEMOZOLOMIDE_ERLOTINIB_SKMES1,TEMOZOLOMIDE,ERLOTINIB,SKMES1,-0.008820159874175792,4
TEMOZOLOMIDE_ERLOTINIB_SKOV3,TEMOZOLOMIDE,ERLOTINIB,SKOV3,0.036865893245634516,4
TEMOZOLOMIDE_ERLOTINIB_SW620,TEMOZOLOMIDE,ERLOTINIB,SW620,0.04988814911859492,4
TEMOZOLOMIDE_ERLOTINIB_SW837,TEMOZOLOMIDE,ERLOTINIB,SW837,0.08246278142127791,4
TEMOZOLOMIDE_ERLOTINIB_T47D,TEMOZOLOMIDE,ERLOTINIB,T47D,0.19176828863767292,4
TEMOZOLOMIDE_ERLOTINIB_UACC62,TEMOZOLOMIDE,ERLOTINIB,UACC62,0.05341364109270242,4
TEMOZOLOMIDE_ERLOTINIB_UWB1289BRCA1,TEMOZOLOMIDE,ERLOTINIB,UWB1289BRCA1,-0.06103233440453883,4
TEMOZOLOMIDE_ERLOTINIB_UWB1289,TEMOZOLOMIDE,ERLOTINIB,UWB1289,-0.040756464490997193,4
TEMOZOLOMIDE_ERLOTINIB_VCAP,TEMOZOLOMIDE,ERLOTINIB,VCAP,0.10565273043485658,4
TEMOZOLOMIDE_ERLOTINIB_ZR751,TEMOZOLOMIDE,ERLOTINIB,ZR751,-0.02056881192552184,4
TEMOZOLOMIDE_GELDANAMYCIN_A2058,TEMOZOLOMIDE,GELDANAMYCIN,A2058,0.05316105312983768,0
TEMOZOLOMIDE_GELDANAMYCIN_A2780,TEMOZOLOMIDE,GELDANAMYCIN,A2780,0.03700815736589129,0
TEMOZOLOMIDE_GELDANAMYCIN_A375,TEMOZOLOMIDE,GELDANAMYCIN,A375,-0.005161932022805075,0
TEMOZOLOMIDE_GELDANAMYCIN_A427,TEMOZOLOMIDE,GELDANAMYCIN,A427,-0.020703985797119524,0
TEMOZOLOMIDE_GELDANAMYCIN_CAOV3,TEMOZOLOMIDE,GELDANAMYCIN,CAOV3,0.0068429586076953035,0
TEMOZOLOMIDE_GELDANAMYCIN_COLO320DM,TEMOZOLOMIDE,GELDANAMYCIN,COLO320DM,-0.007820780075357067,0
TEMOZOLOMIDE_GELDANAMYCIN_DLD1,TEMOZOLOMIDE,GELDANAMYCIN,DLD1,0.03399983131324491,0
TEMOZOLOMIDE_GELDANAMYCIN_EFM192B,TEMOZOLOMIDE,GELDANAMYCIN,EFM192B,0.002251145794393377,0
TEMOZOLOMIDE_GELDANAMYCIN_ES2,TEMOZOLOMIDE,GELDANAMYCIN,ES2,-0.04654759279350043,0
TEMOZOLOMIDE_GELDANAMYCIN_HCT116,TEMOZOLOMIDE,GELDANAMYCIN,HCT116,-0.003189291326114941,0
TEMOZOLOMIDE_GELDANAMYCIN_HT144,TEMOZOLOMIDE,GELDANAMYCIN,HT144,-0.025008995420066446,0
TEMOZOLOMIDE_GELDANAMYCIN_HT29,TEMOZOLOMIDE,GELDANAMYCIN,HT29,-0.0014440866544921781,0
TEMOZOLOMIDE_GELDANAMYCIN_KPL1,TEMOZOLOMIDE,GELDANAMYCIN,KPL1,-0.05696515101478558,0
TEMOZOLOMIDE_GELDANAMYCIN_LNCAP,TEMOZOLOMIDE,GELDANAMYCIN,LNCAP,-0.02327115486549177,0
TEMOZOLOMIDE_GELDANAMYCIN_LOVO,TEMOZOLOMIDE,GELDANAMYCIN,LOVO,-0.003090071208412183,0
TEMOZOLOMIDE_GELDANAMYCIN_MDAMB436,TEMOZOLOMIDE,GELDANAMYCIN,MDAMB436,0.006709076155521125,0
TEMOZOLOMIDE_GELDANAMYCIN_MSTO,TEMOZOLOMIDE,GELDANAMYCIN,MSTO,0.0022888317875769705,0
TEMOZOLOMIDE_GELDANAMYCIN_NCIH1650,TEMOZOLOMIDE,GELDANAMYCIN,NCIH1650,-0.044407899100494364,0
TEMOZOLOMIDE_GELDANAMYCIN_NCIH2122,TEMOZOLOMIDE,GELDANAMYCIN,NCIH2122,-0.01964520760949747,0
TEMOZOLOMIDE_GELDANAMYCIN_NCIH23,TEMOZOLOMIDE,GELDANAMYCIN,NCIH23,-0.08065177128169256,0
TEMOZOLOMIDE_GELDANAMYCIN_NCIH460,TEMOZOLOMIDE,GELDANAMYCIN,NCIH460,-0.011210886195121145,0
TEMOZOLOMIDE_GELDANAMYCIN_NCIH520,TEMOZOLOMIDE,GELDANAMYCIN,NCIH520,-0.01148986729608657,0
TEMOZOLOMIDE_GELDANAMYCIN_OCUBM,TEMOZOLOMIDE,GELDANAMYCIN,OCUBM,0.15174065758515892,0
TEMOZOLOMIDE_GELDANAMYCIN_OV90,TEMOZOLOMIDE,GELDANAMYCIN,OV90,-0.017672917079597065,0
TEMOZOLOMIDE_GELDANAMYCIN_OVCAR3,TEMOZOLOMIDE,GELDANAMYCIN,OVCAR3,0.01281230374831157,0
TEMOZOLOMIDE_GELDANAMYCIN_PA1,TEMOZOLOMIDE,GELDANAMYCIN,PA1,0.015922366513387444,0
TEMOZOLOMIDE_GELDANAMYCIN_RKO,TEMOZOLOMIDE,GELDANAMYCIN,RKO,-0.0703968086663661,0
TEMOZOLOMIDE_GELDANAMYCIN_RPMI7951,TEMOZOLOMIDE,GELDANAMYCIN,RPMI7951,-0.021746969990259078,0
TEMOZOLOMIDE_GELDANAMYCIN_SKMEL30,TEMOZOLOMIDE,GELDANAMYCIN,SKMEL30,0.07594665484649356,0
TEMOZOLOMIDE_GELDANAMYCIN_SKMES1,TEMOZOLOMIDE,GELDANAMYCIN,SKMES1,-0.008066262475294322,0
TEMOZOLOMIDE_GELDANAMYCIN_SKOV3,TEMOZOLOMIDE,GELDANAMYCIN,SKOV3,0.007133980056317421,0
TEMOZOLOMIDE_GELDANAMYCIN_SW620,TEMOZOLOMIDE,GELDANAMYCIN,SW620,-0.04831875052199658,0
TEMOZOLOMIDE_GELDANAMYCIN_SW837,TEMOZOLOMIDE,GELDANAMYCIN,SW837,-0.03747225201208321,0
TEMOZOLOMIDE_GELDANAMYCIN_T47D,TEMOZOLOMIDE,GELDANAMYCIN,T47D,0.22387533889595806,0
TEMOZOLOMIDE_GELDANAMYCIN_UACC62,TEMOZOLOMIDE,GELDANAMYCIN,UACC62,-0.04320981199669352,0
TEMOZOLOMIDE_GELDANAMYCIN_UWB1289BRCA1,TEMOZOLOMIDE,GELDANAMYCIN,UWB1289BRCA1,-0.02776692108487631,0
TEMOZOLOMIDE_GELDANAMYCIN_UWB1289,TEMOZOLOMIDE,GELDANAMYCIN,UWB1289,-0.009900187430054483,0
TEMOZOLOMIDE_GELDANAMYCIN_VCAP,TEMOZOLOMIDE,GELDANAMYCIN,VCAP,-0.015757372040116624,0
TEMOZOLOMIDE_GELDANAMYCIN_ZR751,TEMOZOLOMIDE,GELDANAMYCIN,ZR751,-0.01289983316676496,0
TEMOZOLOMIDE_LAPATINIB_A2058,TEMOZOLOMIDE,LAPATINIB,A2058,0.04970218072168436,4
TEMOZOLOMIDE_LAPATINIB_A2780,TEMOZOLOMIDE,LAPATINIB,A2780,0.15933785730294675,4
TEMOZOLOMIDE_LAPATINIB_A375,TEMOZOLOMIDE,LAPATINIB,A375,0.014332667357385184,4
TEMOZOLOMIDE_LAPATINIB_A427,TEMOZOLOMIDE,LAPATINIB,A427,-0.05110207757623683,4
TEMOZOLOMIDE_LAPATINIB_CAOV3,TEMOZOLOMIDE,LAPATINIB,CAOV3,0.0985382141118949,4
TEMOZOLOMIDE_LAPATINIB_COLO320DM,TEMOZOLOMIDE,LAPATINIB,COLO320DM,0.009328764280185593,4
TEMOZOLOMIDE_LAPATINIB_DLD1,TEMOZOLOMIDE,LAPATINIB,DLD1,0.056432524924099954,4
TEMOZOLOMIDE_LAPATINIB_EFM192B,TEMOZOLOMIDE,LAPATINIB,EFM192B,-0.0234772272884134,4
TEMOZOLOMIDE_LAPATINIB_ES2,TEMOZOLOMIDE,LAPATINIB,ES2,-0.06675155448706382,4
TEMOZOLOMIDE_LAPATINIB_HCT116,TEMOZOLOMIDE,LAPATINIB,HCT116,0.01277091355033478,4
TEMOZOLOMIDE_LAPATINIB_HT144,TEMOZOLOMIDE,LAPATINIB,HT144,0.04859331635011862,4
TEMOZOLOMIDE_LAPATINIB_HT29,TEMOZOLOMIDE,LAPATINIB,HT29,0.09465006264012557,4
TEMOZOLOMIDE_LAPATINIB_KPL1,TEMOZOLOMIDE,LAPATINIB,KPL1,0.025438674183224194,4
TEMOZOLOMIDE_LAPATINIB_LNCAP,TEMOZOLOMIDE,LAPATINIB,LNCAP,-0.011264874743779286,4
TEMOZOLOMIDE_LAPATINIB_LOVO,TEMOZOLOMIDE,LAPATINIB,LOVO,-0.046557306508896716,4
